Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,Premium/Income Ratio,Policy Value/Income Ratio,Policy to Death Timeline,Death to Intimation Gap,Location Risk,Location-Based Risk,Occupation Risk Score,Product Type Risk,,Fraud Category
458,54,12,11,400000,40000,4,840000,0,1,12,10,336,3,781337,4,0,1,7/28/2023,,,0,11,8,0.047619047619047616,0.47619047619047616,,,336_3,265,0.5238095238095237,1.9047619047619047,,Misrepresentation
459,48,12,11,300000,30000,4,528000,0,1,12,10,201,29,204211,4,0,1,7/27/2023,,,0,11,8,0.056818181818181816,0.5681818181818182,,,201_29,115,0.625,2.272727272727273,,Misrepresentation
460,52,0,2,500000,50000,4,406480,1,1,12,10,33,7,494226,4,0,3,7/31/2023,,,0,11,8,0.12300728203109625,1.2300728203109623,,,33_7,269,0.2460145640621925,4.920291281243849,,Misrepresentation
461,54,12,11,300000,30000,4,576000,0,1,12,10,499,4,845107,4,0,1,7/31/2023,,,0,11,8,0.052083333333333336,0.5208333333333334,,,499_4,446,0.5729166666666667,2.0833333333333335,,Misrepresentation
462,51,5,6,300000,30000,4,250000,0,1,12,10,0,0,-,4,3,Unknown,8/30/2023,,,0,11,8,0.12,1.2,,,0_0,0,0.72,4.8,,Misrepresentation
463,53,8,11,500000,50000,4,400000,3,1,12,10,33,7,494228,4,0,1,8/7/2023,,,0,11,8,0.125,1.25,,,33_7,269,1.375,5,,Misrepresentation
464,50,11,11,500000,50000,4,960000,0,1,12,10,0,0,-,4,0,1,8/8/2023,,,0,11,8,0.052083333333333336,0.5208333333333334,,,0_0,0,0.5729166666666667,2.0833333333333335,,Misrepresentation
465,51,12,11,800000,80000,4,504000,0,1,12,10,0,0,-,4,0,1,8/10/2023,,,0,11,8,0.15873015873015872,1.5873015873015872,,,0_0,0,1.746031746031746,6.349206349206349,,Misrepresentation
466,52,12,10,1500000,150000,4,480000,0,1,18,10,0,0,-,4,3,Unknown,8/14/2023,,,0,11,8,0.3125,3.125,,,0_0,0,3.125,12.5,,Misrepresentation
467,54,12,0,300000,30000,4,480000,0,1,12,10,0,0,-,4,0,1,8/11/2023,,,0,11,8,0.0625,0.625,,,0_0,0,0,2.5,,Misrepresentation
468,50,12,2,500000,50000,4,480000,0,1,12,10,284,1,518501,4,0,1,8/28/2023,,,0,11,8,0.10416666666666667,1.0416666666666667,,,284_1,206,0.20833333333333334,4.166666666666667,,Misrepresentation
469,48,10,11,500000,50000,4,504000,0,1,12,10,146,29,207247,4,0,1,8/17/2023,,,0,11,8,0.099206349,0.9920634920634921,,,146_29,52,1.0912698412698412,3.9682539682539684,,Misrepresentation
470,47,12,11,2000000,200000,4,840000,0,1,12,10,5,25,305001,4,0,1,8/14/2023,,,0,11,8,0.23809523809523808,2.380952380952381,,,5_25,468,2.619047619047619,9.523809523809524,,Misrepresentation
471,48,10,6,1000000,100000,4,600000,0,1,12,10,15,25,305001,4,0,1,8/24/2023,,,0,11,8,0.16666666666666666,1.6666666666666667,,,15_25,68,1,6.666666666666667,,Misrepresentation
472,50,12,11,300000,30000,4,400000,0,1,12,10,0,0,-,4,0,1,9/1/2023,,,0,11,8,0.075,0.75,,,0_0,0,0.825,3,,Misrepresentation
473,53,12,11,500000,50000,4,310000,0,1,12,10,149,29,207301,4,0,1,9/1/2023,,,0,11,8,0.16129032258064516,1.6129032258064515,,,149_29,55,1.7741935483870968,6.451612903225806,,Misrepresentation
474,54,12,11,400000,40000,4,600000,0,0,12,10,357,3,782440,4,0,1,9/11/2023,,,0,11,8,0.066666667,0.6666666666666666,,,357_3,288,0.7333333333333333,2.6666666666666665,,Misrepresentation
475,49,12,11,300000,30000,4,500000,0,1,12,10,272,11,132001,4,3,Unknown,9/4/2023,,,0,11,8,0.06,0.6,,,272_11,193,0.6599999999999999,2.4,,Misrepresentation
476,48,12,2,600000,60000,4,400000,0,1,12,10,147,4,845424,4,3,Unknown,8/29/2023,,,0,11,8,0.15,1.5,,,147_4,53,0.3,6,,Misrepresentation
477,51,12,0,500000,50000,4,352000,0,1,12,10,447,24,148023,4,0,1,8/31/2023,,,0,11,8,0.14204545454545456,1.4204545454545454,,,447_24,389,0,5.681818181818182,,Misrepresentation
478,51,5,11,2000000,200000,4,1020000,0,1,15,10,150,29,206001,4,3,Unknown,9/4/2023,,,0,11,8,0.19607843137254902,1.9607843137254901,,,150_29,57,2.156862745098039,7.8431372549019605,,Misrepresentation
479,51,11,11,500000,50000,4,600000,0,1,12,10,198,3,788734,4,3,Unknown,9/7/2023,,,0,11,8,0.083333333,0.8333333333333334,,,198_3,110,0.9166666666666666,3.3333333333333335,,Misrepresentation
480,52,10,2,500000,50000,4,500000,0,1,12,10,0,0,-,4,3,Unknown,9/5/2023,,,0,11,8,0.1,1,,,0_0,0,0.2,4,,Misrepresentation
481,53,12,11,500000,50000,4,840000,0,1,12,10,238,3,781354,4,0,1,9/6/2023,,,0,11,8,0.05952381,0.5952380952380952,,,238_3,155,0.6547619047619048,2.380952380952381,,Misrepresentation
482,54,8,11,750000,75000,4,600000,1,1,12,10,352,7,494661,4,3,Unknown,9/25/2023,,,0,11,8,0.125,1.25,,,352_7,283,1.375,5,,Misrepresentation
483,55,10,11,500000,50000,4,672000,0,1,12,10,82,31,713321,4,0,1,9/14/2023,,,0,11,8,0.074404762,0.7440476190476191,,,82_31,493,0.8184523809523809,2.9761904761904763,,Misrepresentation
484,48,5,6,300000,30000,4,180000,0,1,12,10,452,16,480886,4,3,Unknown,9/18/2023,,,0,11,8,0.16666666666666666,1.6666666666666667,,,452_16,395,1,6.666666666666667,,Misrepresentation
485,50,12,11,500000,50000,4,700000,0,1,12,10,326,29,244001,4,0,1,9/13/2023,,,0,11,8,0.071428571,0.7142857142857143,,,326_29,254,0.7857142857142857,2.857142857142857,,Misrepresentation
486,49,5,6,400000,40000,4,360000,0,1,12,10,272,11,132041,4,3,Unknown,9/18/2023,,,0,11,8,0.1111111111111111,1.1111111111111112,,,272_11,193,0.6666666666666666,4.444444444444445,,Misrepresentation
487,52,12,11,500000,50000,4,960000,0,1,12,10,320,27,502001,4,0,1,9/15/2023,,,0,11,8,0.052083333333333336,0.5208333333333334,,,320_27,248,0.5729166666666667,2.0833333333333335,,Misrepresentation
488,49,12,11,500000,50000,4,600000,0,1,12,10,271,27,505325,4,0,1,9/14/2023,,,0,11,8,0.083333333,0.8333333333333334,,,271_27,192,0.9166666666666666,3.3333333333333335,,Misrepresentation
489,52,10,0,1000000,100000,4,1000000,0,1,12,10,451,16,466446,4,3,Unknown,9/21/2023,,,0,11,8,0.1,1,,,451_16,394,0,4,,Misrepresentation
490,53,12,0,500000,50000,4,400000,0,1,12,10,401,7,491558,4,0,3,9/20/2023,,,0,11,8,0.125,1.25,,,401_7,338,0,5,,Misrepresentation
491,46,1,2,500000,50000,4,600000,0,1,12,10,78,7,495004,4,3,Unknown,9/22/2023,,,0,11,8,0.083333333,0.8333333333333334,,,78_7,488,0.16666666666666666,3.3333333333333335,,Misrepresentation
492,53,12,0,300000,30000,4,480000,0,1,12,10,465,25,335704,4,0,1,9/20/2023,,,0,11,8,0.0625,0.625,,,465_25,409,0,2.5,,Misrepresentation
493,53,12,11,300000,30000,4,504000,0,1,12,10,444,29,247001,4,0,1,9/20/2023,,,0,11,8,0.05952381,0.5952380952380952,,,444_29,386,0.6547619047619048,2.380952380952381,,Misrepresentation
494,53,11,2,1000000,100000,4,1000000,0,1,12,10,405,13,834003,4,3,Unknown,9/27/2023,,,0,11,8,0.1,1,,,405_13,342,0.2,4,,Misrepresentation
495,46,12,11,500000,50000,4,480000,0,1,20,10,503,17,442001,4,3,Unknown,9/25/2023,,,0,11,8,0.10416666666666667,1.0416666666666667,,,503_17,452,1.1458333333333335,4.166666666666667,,Misrepresentation
496,50,12,3,1000000,100000,4,1200000,0,1,12,10,274,27,507117,4,0,1,9/26/2023,,,0,11,8,0.083333333,0.8333333333333334,,,274_27,195,0.25,3.3333333333333335,,Misrepresentation
497,49,12,2,500000,50000,4,525000,0,1,12,10,265,3,781382,4,3,Unknown,9/26/2023,,,0,11,8,0.095238095,0.9523809523809523,,,265_3,185,0.19047619047619047,3.8095238095238093,,Misrepresentation
498,52,12,11,500000,50000,4,600000,0,1,12,10,347,3,782003,4,0,1,9/29/2023,,,0,11,8,0.083333333,0.8333333333333334,,,347_3,277,0.9166666666666666,3.3333333333333335,,Misrepresentation
499,50,1,2,500000,50000,4,540000,0,1,12,10,1,31,743610,4,0,1,9/30/2023,,,0,11,8,0.092592593,0.9259259259259259,,,1_31,113,0.18518518518518517,3.7037037037037037,,Misrepresentation
500,49,12,11,400000,40000,4,500000,0,1,12,10,103,18,795128,4,0,1,10/25/2023,,,0,11,8,0.08,0.8,,,103_18,5,0.88,3.2,,Misrepresentation
501,48,12,11,1000000,100000,4,612000,0,1,12,10,373,25,306421,4,0,1,10/4/2023,,,0,11,8,0.16339869281045752,1.6339869281045751,,,373_25,306,1.7973856209150327,6.5359477124183005,,Misrepresentation
502,46,12,11,300000,30000,4,720000,0,1,12,10,475,18,795103,4,0,1,10/13/2023,,,0,11,8,0.041666666666666664,0.4166666666666667,,,475_18,420,0.4583333333333333,1.6666666666666667,,Misrepresentation
503,51,12,11,300000,30000,4,420000,0,1,12,10,349,3,781367,4,0,1,10/11/2023,,,0,11,8,0.071428571,0.7142857142857143,,,349_3,279,0.7857142857142857,2.857142857142857,,Misrepresentation
504,49,12,11,1000000,100000,4,1020000,0,1,12,10,80,13,829114,4,0,1,10/11/2023,,,0,11,8,0.098039216,0.9803921568627451,,,80_13,491,1.0784313725490196,3.9215686274509802,,Misrepresentation
505,54,0,11,400000,40000,4,1500000,0,1,12,10,349,3,781303,4,0,1,10/17/2023,,,0,11,8,0.026666667,0.26666666666666666,,,349_3,279,0.29333333333333333,1.0666666666666667,,Misrepresentation
506,54,12,0,300000,30000,4,360000,0,1,12,10,78,7,495334,4,0,3,10/12/2023,,,0,11,8,0.083333333,0.8333333333333334,,,78_7,488,0,3.3333333333333335,,Misrepresentation
507,47,10,11,400000,40000,4,800000,0,1,12,10,463,11,131301,4,0,1,10/16/2023,,,0,11,8,0.05,0.5,,,463_11,407,0.55,2,,Misrepresentation
508,53,10,11,600000,60000,4,600000,0,1,12,10,57,29,243621,4,0,1,10/17/2023,,,0,11,8,0.1,1,,,57_29,465,1.1,4,,Misrepresentation
509,53,12,2,499000,49900,4,480000,0,1,12,10,446,21,768213,4,3,Unknown,10/23/2023,,,0,11,8,0.10395833333333333,1.0395833333333333,,,446_21,388,0.20791666666666667,4.158333333333333,,Misrepresentation
510,54,12,11,500000,50000,4,1200000,0,1,12,10,203,11,125001,4,0,1,10/17/2023,,,0,11,8,0.041666666666666664,0.4166666666666667,,,203_11,117,0.4583333333333333,1.6666666666666667,,Misrepresentation
511,46,10,2,300000,30000,4,400000,0,1,12,10,125,25,303325,4,0,6,10/20/2023,,,0,11,8,0.075,0.75,,,125_25,29,0.15,3,,Misrepresentation
512,46,12,11,500000,50000,4,480000,0,1,12,10,57,29,243635,4,0,1,10/20/2023,,,0,11,8,0.10416666666666667,1.0416666666666667,,,57_29,465,1.1458333333333335,4.166666666666667,,Misrepresentation
513,54,11,11,1000000,100000,4,1000000,0,1,12,10,132,13,828205,4,0,1,10/18/2023,,,0,11,8,0.1,1,,,132_13,37,1.1,4,,Misrepresentation
514,53,10,11,300000,30000,4,864000,0,0,12,10,137,3,786003,4,0,1,10/30/2023,,,0,11,8,0.034722222222222224,0.3472222222222222,,,137_3,42,0.3819444444444445,1.3888888888888888,,Misrepresentation
515,52,1,2,500000,50000,4,1000000,0,1,18,10,236,27,500054,4,3,Unknown,10/25/2023,,,0,11,8,0.05,0.5,,,236_27,153,0.1,2,,Misrepresentation
516,54,12,11,500000,50000,4,600000,0,1,12,10,57,29,243634,4,0,1,10/27/2023,,,0,11,8,0.083333333,0.8333333333333334,,,57_29,465,0.9166666666666666,3.3333333333333335,,Misrepresentation
517,46,12,11,300000,30000,4,672000,0,0,12,10,208,18,795001,4,0,1,10/31/2023,,,0,11,8,0.044642857142857144,0.44642857142857145,,,208_18,122,0.4910714285714286,1.7857142857142858,,Misrepresentation
518,51,1,10,500000,50000,4,400000,0,0,12,10,80,13,828134,4,3,Unknown,11/6/2023,,,0,11,8,0.125,1.25,,,80_13,491,1.25,5,,Misrepresentation
519,49,5,0,499000,49900,4,300000,0,1,12,10,229,7,495557,4,3,Unknown,11/8/2023,,,0,11,8,0.16633333333333333,1.6633333333333333,,,229_7,145,0,6.653333333333333,,Misrepresentation
520,55,8,11,400000,40000,4,544000,1,1,15,10,466,21,770001,4,3,Unknown,11/20/2023,,,0,11,8,0.073529412,0.7352941176470589,,,466_21,410,0.8088235294117647,2.9411764705882355,,Misrepresentation
521,52,11,11,300000,30000,4,480000,0,0,12,10,357,3,782002,4,0,1,12/13/2023,,,0,11,8,0.0625,0.625,,,357_3,288,0.6875,2.5,,Misrepresentation
522,53,11,11,500000,50000,4,600000,0,0,12,10,326,29,244001,4,0,1,12/15/2023,,,0,11,8,0.083333333,0.8333333333333334,,,326_29,254,0.9166666666666666,3.3333333333333335,,Misrepresentation
523,41,6,0,500000,50000,4,420000,1,1,12,10,324,24,142048,4,0,1,12/15/2023,,,0,11,8,0.11904761904761904,1.1904761904761905,,,324_24,252,0,4.761904761904762,,Misrepresentation
524,53,11,11,928000,92800,4,1500000,0,1,15,10,274,27,507115,4,3,Unknown,12/22/2023,,,0,11,8,0.061866667,0.6186666666666667,,,274_27,195,0.6805333333333333,2.474666666666667,,Misrepresentation
525,20,6,0,210000,18584.44,4,216000,1,1,15,10,128,13,814150,3,3,Unknown,4/9/2021,,,0,11,8,0.086039074,0.9722222222222222,,,128_13,32,0,2.9166666666666665,,Misrepresentation
526,32,12,2,500000,26987.12,4,300000,0,1,25,10,330,4,843117,3,3,Unknown,2/3/2023,,,0,11,8,0.089957067,1.6666666666666667,,,330_4,259,0.17991413333333334,5,,Misrepresentation
527,42,12,2,212000,20181.44,0,240000,0,1,15,10,389,7,491441,3,3,Unknown,3/24/2023,,,0,11,8,0.084089333,0.8833333333333333,,,389_7,323,0.16817866666666664,2.65,,Misrepresentation
528,46,12,2,200000,31201.62,4,360000,0,1,15,10,498,17,442001,3,3,Unknown,5/25/2023,,,0,11,8,0.086671167,0.5555555555555556,,,498_17,445,0.17334233333333332,1.6666666666666667,,Misrepresentation
529,47,12,11,275000,43313.16,4,660000,0,1,15,10,364,24,147001,3,0,1,7/1/2023,,,0,11,8,0.065626,0.4166666666666667,,,364_24,296,0.721886,1.25,,Misrepresentation
530,48,10,2,1000000,155496,4,1032000000,0,1,15,10,79,31,731235,3,3,Unknown,7/17/2023,,,0,11,8,0.000150674,0.000968992,,,79_31,489,0.000301349,0.002906977,,Misrepresentation
531,44,1,10,100000,11477.56,4,300000,0,0,13,10,449,4,841442,3,3,Unknown,6/1/2022,,,0,11,8,0.038258533,0.3333333333333333,,,449_4,391,0.38258533333333333,1,,Misrepresentation
532,28,1,11,2000000,112372.76,4,540000,0,1,20,10,110,30,248001,3,3,Unknown,1/17/2023,,,0,11,8,0.2080977037037037,3.7037037037037037,,,110_30,13,2.2890747407407406,11.11111111111111,,Misrepresentation
533,37,10,2,300000,17336.56,4,540000,0,1,21,10,243,3,782480,3,3,Unknown,7/15/2023,,,0,11,8,0.032104740740740746,0.5555555555555556,,,243_3,161,0.064209481,1.6666666666666667,,Misrepresentation
534,60,12,9,470000,107311.36,4,540000,0,0,15,10,190,13,825301,3,0,1,8/23/2022,,,0,11,8,0.19872474074074073,0.8703703703703703,,,190_13,102,1.7885226666666665,2.611111111111111,,Misrepresentation
535,57,12,11,120000,25639.28,4,720000,0,0,15,10,307,24,152107,3,0,1,12/6/2022,,,0,11,8,0.035610111111111106,0.16666666666666666,,,307_24,233,0.39171122222222216,0.5,,Misrepresentation
536,54,11,11,180000,36372.9,4,780000,0,1,15,10,288,3,787052,3,0,1,1/18/2023,,,0,11,8,0.046631923,0.23076923076923078,,,288_3,211,0.5129511538461539,0.6923076923076923,,Misrepresentation
537,55,10,11,110000,22829.08,4,720000,0,0,15,10,132,13,828101,3,0,1,1/18/2023,,,0,11,8,0.031707056,0.1527777777777778,,,132_13,37,0.34877761111111116,0.45833333333333337,,Misrepresentation
538,52,12,11,100000,19639.74,4,360000,0,1,15,10,209,16,452001,3,0,1,3/10/2023,,,0,11,8,0.054554833,0.2777777777777778,,,209_16,123,0.6001031666666667,0.8333333333333334,,Misrepresentation
539,55,10,11,300000,60693.6,4,840000,0,0,15,10,357,3,782122,3,3,Unknown,4/29/2023,,,0,11,8,0.072254286,0.35714285714285715,,,357_3,288,0.7947971428571429,1.0714285714285714,,Misrepresentation
540,49,12,11,160000,30371.88,4,240000,0,1,15,10,217,16,457993,3,0,1,4/22/2023,,,0,11,8,0.1265495,0.6666666666666666,,,217_16,132,1.3920445000000001,2,,Misrepresentation
541,59,1,11,300000,69035.14,0,679260,0,0,15,10,336,3,781334,3,3,Unknown,6/28/2023,,,0,11,8,0.10163286517681006,0.44165709742955567,,,336_3,265,1.1179615169449106,1.324971292288667,,Misrepresentation
542,57,12,11,500000,104217.86,4,600000,0,0,15,10,92,25,331001,3,3,Unknown,6/26/2023,,,0,11,8,0.17369643333333334,0.8333333333333334,,,92_25,504,1.9106607666666668,2.5,,Misrepresentation
543,57,10,2,500000,106302.2,0,600000,0,0,15,10,178,4,823004,3,3,Unknown,7/27/2023,,,0,11,8,0.17717033333333332,0.8333333333333334,,,178_4,88,0.35434066666666664,2.5,,Misrepresentation
544,54,5,6,300000,59681,4,504000,0,0,15,10,15,25,305408,3,3,Unknown,8/31/2023,,,0,11,8,0.11841468253968254,0.5952380952380952,,,15_25,68,0.7104880952380952,1.7857142857142856,,Misrepresentation
545,60,12,9,961000,226005.33,4,1500000,0,0,15,10,360,25,306104,3,3,Unknown,9/28/2023,,,0,11,8,0.15067022,0.6406666666666667,,,360_25,292,1.35603198,1.9220000000000002,,Misrepresentation
546,58,10,0,115000,25150.22,4,360000,0,0,15,10,356,27,503165,3,0,8,9/15/2023,,,0,11,8,0.069861722,0.3194444444444444,,,356_27,287,0,0.9583333333333333,,Misrepresentation
547,60,12,9,100000,23145.71,4,600000,0,0,15,10,378,24,140601,3,0,1,10/10/2023,,,0,11,8,0.038576183,0.16666666666666666,,,378_24,311,0.34718565,0.5,,Misrepresentation
548,49,12,11,600000,29469,4,540000,0,1,10,10,191,13,829133,3,0,1,6/17/2020,,,0,11,8,0.054572222,1.1111111111111112,,,191_13,103,0.6002944444444445,3.3333333333333335,,Misrepresentation
549,45,12,11,525000,19810.85,4,720000,0,1,10,10,349,3,781344,3,0,1,12/15/2020,,,0,11,8,0.027515069444444443,0.7291666666666666,,,349_3,279,0.3026657638888889,2.1875,,Misrepresentation
550,30,12,11,1500000,22509.3,4,326292,0,1,10,10,68,7,494224,3,0,1,4/6/2021,,,0,11,8,0.068985142,4.597109337648487,,,68_7,477,0.7588365635688279,13.79132801294546,,Misrepresentation
551,50,12,11,1000000,39438.3,4,744000,0,0,10,10,0,0,-,3,3,Unknown,3/23/2021,,,0,11,8,0.053008468,1.3440860215053763,,,0_0,0,0.5830931451612904,4.032258064516129,,Misrepresentation
552,45,11,11,550000,20754.22,4,480000,0,1,10,10,97,3,788155,3,0,1,5/11/2021,,,0,11,8,0.043237958,1.1458333333333333,,,97_3,509,0.47561754166666664,3.4375,,Misrepresentation
553,49,12,11,520000,19638.48,4,300000,0,1,10,10,398,7,496001,3,0,1,6/15/2021,,,0,11,8,0.0654616,1.7333333333333334,,,398_7,333,0.7200776,5.2,,Misrepresentation
554,51,12,11,1000000,54131,4,600000,0,0,10,10,267,7,494665,3,0,1,8/12/2021,,,0,11,8,0.090218333,1.6666666666666667,,,267_7,187,0.9924016666666666,5,,Misrepresentation
555,53,10,11,500000,24724.7,4,750000,0,0,10,10,163,13,815301,3,0,1,10/25/2021,,,0,11,8,0.032966267,0.6666666666666666,,,163_13,72,0.36262893333333335,2,,Misrepresentation
556,34,12,2,1000000,10397.76,4,520000,0,1,15,10,107,3,784508,3,3,Unknown,2/28/2022,,,0,11,8,0.019995692307692308,1.9230769230769231,,,107_3,9,0.039991384615384616,5.769230769230769,,Misrepresentation
557,52,10,11,500000,29333.16,4,504000,0,0,10,10,32,16,451770,3,0,1,3/26/2022,,,0,11,8,0.058200714285714286,0.9920634920634921,,,32_16,258,0.6402078571428571,2.9761904761904763,,Misrepresentation
558,27,12,11,550000,8724.7,4,540000,0,1,10,10,5,25,305001,3,0,1,3/17/2022,,,0,11,8,0.016156851851851853,1.0185185185185186,,,5_25,468,0.1777253703703704,3.055555555555556,,Misrepresentation
559,52,12,11,650000,38133.1,4,500000,0,0,10,10,93,26,641062,3,0,1,4/8/2022,,,0,11,8,0.0762662,1.3,,,93_26,505,0.8389281999999999,3.9000000000000004,,Misrepresentation
560,52,1,11,500000,29333.16,4,450000,3,1,10,10,33,7,494221,3,0,1,4/4/2022,,,0,11,8,0.0651848,1.1111111111111112,,,33_7,269,0.7170328,3.3333333333333335,,Misrepresentation
561,46,12,11,500000,20205.08,4,420000,0,1,10,10,33,7,494347,3,0,1,4/18/2022,,,0,11,8,0.048107333333333335,1.1904761904761905,,,33_7,269,0.5291806666666667,3.571428571428571,,Misrepresentation
562,52,10,11,650000,38133.1,4,744000,0,0,10,10,119,7,491228,3,0,1,5/17/2022,,,0,11,8,0.051254167,0.8736559139784946,,,119_7,22,0.5637958333333333,2.620967741935484,,Misrepresentation
563,43,12,11,500000,12801.26,4,600000,0,1,10,10,389,7,491445,3,0,1,4/27/2022,,,0,11,8,0.021335433333333334,0.8333333333333334,,,389_7,323,0.2346897666666667,2.5,,Misrepresentation
564,53,12,11,500000,30932,4,600000,0,1,10,10,5,25,305202,3,0,1,5/24/2022,,,0,11,8,0.051553333,0.8333333333333334,,,5_25,468,0.5670866666666666,2.5,,Misrepresentation
565,53,11,11,1200000,72857.4,4,900000,0,0,10,10,344,27,503145,3,0,1,6/10/2022,,,0,11,8,0.080952667,1.3333333333333333,,,344_27,274,0.8904793333333333,4,,Misrepresentation
566,52,12,11,1000000,57516.8,4,720000,0,0,10,10,35,24,151101,3,0,1,7/21/2022,,,0,11,8,0.079884444,1.3888888888888888,,,35_24,291,0.878728889,4.166666666666666,,Misrepresentation
567,45,10,11,670000,25282.42,4,600000,0,1,10,10,411,4,848506,3,0,1,6/29/2022,,,0,11,8,0.042137367,1.1166666666666667,,,411_4,349,0.46351103333333327,3.35,,Misrepresentation
568,46,12,11,500000,20205.08,4,840000,0,1,10,10,5,25,305001,3,0,1,7/26/2022,,,0,11,8,0.024053666666666668,0.5952380952380952,,,5_25,468,0.26459033333333337,1.7857142857142856,,Misrepresentation
569,53,12,11,750000,46045.32,4,720000,0,0,10,10,365,4,800004,3,0,1,7/27/2022,,,0,11,8,0.063951833,1.0416666666666667,,,365_4,297,0.7034701666666666,3.125,,Misrepresentation
570,43,12,11,900000,31008.28,4,960000,0,0,10,10,114,13,828116,3,0,1,9/27/2022,,,0,11,8,0.032300292,0.9375,,,114_13,17,0.35530320833333334,2.8125,,Misrepresentation
571,47,12,7,600000,25945.26,4,600000,0,1,10,10,251,20,797105,3,0,1,9/5/2022,,,0,11,8,0.0432421,1,,,251_20,170,0.3026947,3,,Misrepresentation
572,54,1,11,500000,32640.58,4,900000,0,1,10,10,393,13,834001,3,0,1,9/5/2022,,,0,11,8,0.036267311,0.5555555555555556,,,393_13,328,0.3989404222222222,1.6666666666666667,,Misrepresentation
573,52,12,11,1100000,32542.34,4,960000,0,0,20,10,114,13,828129,3,0,1,9/10/2022,,,0,11,8,0.033898270833333334,1.1458333333333333,,,114_13,17,0.3728809791666667,3.4375,,Misrepresentation
574,26,2,11,1800000,24772.78,4,540000,1,1,10,10,311,29,251203,3,0,1,9/16/2022,,,0,11,8,0.045875519,3.3333333333333335,,,311_29,238,0.5046307037037037,10,,Misrepresentation
575,49,12,11,1000000,47965.5,4,1440000,0,1,10,10,187,3,781020,3,0,1,10/31/2022,,,0,11,8,0.033309375,0.6944444444444444,,,187_3,98,0.36640312500000005,2.083333333333333,,Misrepresentation
576,51,12,11,1000000,54131,4,840000,0,0,10,10,52,13,827013,3,0,1,10/14/2022,,,0,11,8,0.064441667,1.1904761904761905,,,52_13,460,0.7088583333333333,3.571428571428571,,Misrepresentation
577,51,12,11,800000,43848.2,4,720000,0,0,10,10,118,3,786001,3,0,1,10/14/2022,,,0,11,8,0.060900277777777775,1.1111111111111112,,,118_3,21,0.6699030555555555,3.3333333333333335,,Misrepresentation
578,58,12,11,500000,40258.62,4,840000,0,0,10,10,2,27,504109,3,0,1,10/15/2022,,,0,11,8,0.047926929,0.5952380952380952,,,2_27,225,0.5271962142857143,1.7857142857142856,,Misrepresentation
579,38,5,11,1100000,24771.72,4,460000,0,1,10,10,99,16,473446,3,0,1,11/3/2022,,,0,11,8,0.053851565,2.391304347826087,,,99_16,511,0.5923672173913044,7.173913043478261,,Misrepresentation
580,46,12,11,1180000,48793.76,4,1200000,0,0,10,10,51,13,829132,3,0,1,10/22/2022,,,0,11,8,0.040661467,0.9833333333333333,,,51_13,459,0.4472761333333333,2.9499999999999997,,Misrepresentation
581,54,12,11,620000,40474.32,4,700000,0,0,10,10,51,13,829114,3,0,1,11/1/2022,,,0,11,8,0.057820457,0.8857142857142857,,,51_13,459,0.6360250285714285,2.657142857142857,,Misrepresentation
582,46,11,11,500000,20205.08,4,400000,0,1,10,10,153,29,212601,3,0,1,10/18/2022,,,0,11,8,0.0505127,1.25,,,153_29,60,0.5556397000000001,3.75,,Misrepresentation
